,instruction,tweet_no_rt,type_of_message
2128,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",We're dry & safe at ThinkGeek HQ in Fairfax VA--but not everyone's so lucky. Why we just donated $1k to @RedCross: http://t.co/8Zija174,"Informative: offers/gives donations of money, goods, or free services"
2129,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",We're dry & safe at ThinkGeek HQ in Fairfax VA--but not everyone's so lucky. Why we just donated $1k to @RedCross: http://t.co/8Zija174,"Informative: offers/gives donations of money, goods, or free services"
2130,"names a structure, road, service, line, etc. that is not working or has been damaged",#Sandy power outages are occurring as far west as northwest Indiana and southwest Michigan. Winds gusting to 40+ mph there now.,"Informative: damage (building, road, lines, etc.)"
2131,"names a structure, road, service, line, etc. that is not working or has been damaged",#Sandy power outages are occurring as far west as northwest Indiana and southwest Michigan. Winds gusting to 40+ mph there now.,"Informative: damage (building, road, lines, etc.)"
2132,"names a structure, road, service, line, etc. that is not working or has been damaged",#Sandy power outages are occurring as far west as northwest Indiana and southwest Michigan. Winds gusting to 40+ mph there now.,"Informative: damage (building, road, lines, etc.)"
2133,"names a structure, road, service, line, etc. that is not working or has been damaged",Wildfeed of Hurricane Sandy Lower Manhattan New York Under Water!!!: http://t.co/zcuPfqZ5 Ã£Â _Ã‹______Ã£ÂŠÃ£Ã«Ã£_ @youtube,"Informative: damage (building, road, lines, etc.)"
2134,"names a structure, road, service, line, etc. that is not working or has been damaged",Wildfeed of Hurricane Sandy Lower Manhattan New York Under Water!!!: http://t.co/zcuPfqZ5 Ã£Â _Ã‹______Ã£ÂŠÃ£Ã«Ã£_ @youtube,"Informative: damage (building, road, lines, etc.)"
2135,"names a structure, road, service, line, etc. that is not working or has been damaged",Wildfeed of Hurricane Sandy Lower Manhattan New York Under Water!!!: http://t.co/zcuPfqZ5 Ã£Â _Ã‹______Ã£ÂŠÃ£Ã«Ã£_ @youtube,"Informative: damage (building, road, lines, etc.)"
2136,warns about a potential hazard or advices what to do,Sandy will be here within an hour.,Informative: caution or advice
2137,warns about a potential hazard or advices what to do,Sandy will be here within an hour.,Informative: caution or advice
2138,warns about a potential hazard or advices what to do,Sandy will be here within an hour.,Informative: caution or advice
2139,"names a structure, road, service, line, etc. that is not working or has been damaged",@AP: AP Video: Major damage is shown in New York City after #Sandy: http://t.co/WOUR5EtR -RAS @ChasingNJ,"Informative: damage (building, road, lines, etc.)"
2140,"names a structure, road, service, line, etc. that is not working or has been damaged",@AP: AP Video: Major damage is shown in New York City after #Sandy: http://t.co/WOUR5EtR -RAS @ChasingNJ,"Informative: damage (building, road, lines, etc.)"
2141,"names a structure, road, service, line, etc. that is not working or has been damaged",@AP: AP Video: Major damage is shown in New York City after #Sandy: http://t.co/WOUR5EtR -RAS @ChasingNJ,"Informative: damage (building, road, lines, etc.)"
2142,"names a structure, road, service, line, etc. that is not working or has been damaged",@AP: AP Video: Major damage is shown in New York City after #Sandy: http://t.co/WOUR5EtR -RAS @ChasingNJ,"Informative: damage (building, road, lines, etc.)"
2143,warns about a potential hazard or advices what to do,Limited train service resuming in NYC after superstorm Sandy - CBS News - Hindu Business Line Limi... http://t.co/QF2i3M9o,Informative: caution or advice
2144,warns about a potential hazard or advices what to do,Limited train service resuming in NYC after superstorm Sandy - CBS News - Hindu Business Line Limi... http://t.co/QF2i3M9o,Informative: caution or advice
2145,warns about a potential hazard or advices what to do,Limited train service resuming in NYC after superstorm Sandy - CBS News - Hindu Business Line Limi... http://t.co/QF2i3M9o,Informative: caution or advice
2146,"names a structure, road, service, line, etc. that is not working or has been damaged",Scary pics of the hanging crane in NYC. Yikes! Hope it hangs in there (no pun intended). #Sandy,"Informative: damage (building, road, lines, etc.)"
2147,"names a structure, road, service, line, etc. that is not working or has been damaged",Scary pics of the hanging crane in NYC. Yikes! Hope it hangs in there (no pun intended). #Sandy,"Informative: damage (building, road, lines, etc.)"
2148,"names a structure, road, service, line, etc. that is not working or has been damaged",Scary pics of the hanging crane in NYC. Yikes! Hope it hangs in there (no pun intended). #Sandy,"Informative: damage (building, road, lines, etc.)"
2149,"names a structure, road, service, line, etc. that is not working or has been damaged",Closed 6th Ave. at CPS because of damaged crane #sandy #nyc http://t.co/Sxkwj4kT,"Informative: damage (building, road, lines, etc.)"
2150,"names a structure, road, service, line, etc. that is not working or has been damaged",Closed 6th Ave. at CPS because of damaged crane #sandy #nyc http://t.co/Sxkwj4kT,"Informative: damage (building, road, lines, etc.)"
2151,"names a structure, road, service, line, etc. that is not working or has been damaged",Closed 6th Ave. at CPS because of damaged crane #sandy #nyc http://t.co/Sxkwj4kT,"Informative: damage (building, road, lines, etc.)"
2152,names a celebrity or authority that reacts to the event or visits the area,Russell Simmons on NYC Homeless -- 'They're F**ked' http://t.co/gAWUd6VC,Informative: celebrities or authorities react to the event or visit the area
2153,names a celebrity or authority that reacts to the event or visits the area,Russell Simmons on NYC Homeless -- 'They're F**ked' http://t.co/gAWUd6VC,Informative: celebrities or authorities react to the event or visit the area
2154,names a celebrity or authority that reacts to the event or visits the area,Russell Simmons on NYC Homeless -- 'They're F**ked' http://t.co/gAWUd6VC,Informative: celebrities or authorities react to the event or visit the area
2155,warns about a potential hazard or advices what to do,State by state guide to Hurricane Sandy - http://t.co/iu21TCI0,Informative: caution or advice
2156,warns about a potential hazard or advices what to do,State by state guide to Hurricane Sandy - http://t.co/iu21TCI0,Informative: caution or advice
2157,warns about a potential hazard or advices what to do,State by state guide to Hurricane Sandy - http://t.co/iu21TCI0,Informative: caution or advice
2158,"names a structure, road, service, line, etc. that is not working or has been damaged",Photo: Insane flooding in the #East Village #NYC after #Sandy. Get your breaking Sandy news at http://t.co/w0dJpvR2 http://t.co/tok7YwPi,"Informative: damage (building, road, lines, etc.)"
2159,"names a structure, road, service, line, etc. that is not working or has been damaged",Photo: Insane flooding in the #East Village #NYC after #Sandy. Get your breaking Sandy news at http://t.co/w0dJpvR2 http://t.co/tok7YwPi,"Informative: damage (building, road, lines, etc.)"
2160,"names a structure, road, service, line, etc. that is not working or has been damaged",Photo: Insane flooding in the #East Village #NYC after #Sandy. Get your breaking Sandy news at http://t.co/w0dJpvR2 http://t.co/tok7YwPi,"Informative: damage (building, road, lines, etc.)"
2161,"names a structure, road, service, line, etc. that is not working or has been damaged",Photo: Insane flooding in the #East Village #NYC after #Sandy. Get your breaking Sandy news at http://t.co/w0dJpvR2 http://t.co/tok7YwPi,"Informative: damage (building, road, lines, etc.)"
2162,indicates who has (or how many people have) been injured or dead,Superstorm Sandy kills 35 leaves eight million without power and cancels 12000 flights: FLIGHTS from Glasgow ... http://t.co/KbyZEy6E,Informative: casualties (people injured or dead)
2163,indicates who has (or how many people have) been injured or dead,Superstorm Sandy kills 35 leaves eight million without power and cancels 12000 flights: FLIGHTS from Glasgow ... http://t.co/KbyZEy6E,Informative: casualties (people injured or dead)
2164,indicates who has (or how many people have) been injured or dead,Superstorm Sandy kills 35 leaves eight million without power and cancels 12000 flights: FLIGHTS from Glasgow ... http://t.co/KbyZEy6E,Informative: casualties (people injured or dead)
2165,warns about a potential hazard or advices what to do,In the dark: much of NYC tonight much of Baghdad nightly since US started bombing 9+yrs ago. #Sandy @wardollarshome @codepink,Informative: caution or advice
2166,warns about a potential hazard or advices what to do,In the dark: much of NYC tonight much of Baghdad nightly since US started bombing 9+yrs ago. #Sandy @wardollarshome @codepink,Informative: caution or advice
2167,warns about a potential hazard or advices what to do,In the dark: much of NYC tonight much of Baghdad nightly since US started bombing 9+yrs ago. #Sandy @wardollarshome @codepink,Informative: caution or advice
